,0,1,2,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio
380,YORK,LOCATION,18950201-180-66265837 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
381,MELBOURNE,LOCATION,18910117-464-115566072 (3 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
382,GUILDFORD,LOCATION,18880121-101-32709317 (1 of 1).txt,GUILDFORD,VIC,-37.14903485,144.1465336,100
383,YORK,LOCATION,18880121-101-32709317 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
384,KATRINE,LOCATION,18880121-101-32709317 (1 of 1).txt,KATRINE,WA,-31.63093057,116.6177152,100
388,ADELAIDE,LOCATION,18830106-821-159557620 (1 of 3).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
393,AMAROO,LOCATION,18961224-1178-227521792 (1 of 1).txt,AMAROO,NSW,-33.15275249,148.9159976,100
394,FAIRFIELD,LOCATION,18751106-366-100845119 (1 of 3).txt,FAIRFIELD,QLD,-27.50672928,153.0253778,100
395,OAKVILLE,LOCATION,18741231-35-13346537 (1 of 1).txt,OAKVILLE,NSW,-33.62113301,150.8726615,100
396,SHEFFIELD,LOCATION,18840110-368-98431807 (1 of 1).txt,SHEFFIELD,TAS,-41.39479915,146.3714205,100
397,ADELAIDE,LOCATION,18810305-326-199461045 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
401,DEEP CREEK,LOCATION,18630106-13-6482437 (14 of 17).txt,DEEP CREEK,NSW,-29.17121412,152.6504493,100
402,ARALUEN,LOCATION,18721102-366-101098569 (1 of 1).txt,ARALUEN,NSW,-35.6414263,149.8142044,100
403,GATTON,LOCATION,18990107-81-71749046 (1 of 1).txt,GATTON,QLD,-27.56526802,152.31996,100
405,MERINO,LOCATION,18800203-558-150413886 (3 of 3).txt,MERINO,VIC,-37.73262298,141.5737579,100
406,TAHARA,LOCATION,18800203-558-150413886 (3 of 3).txt,TAHARA,VIC,-37.73866809,141.6793001,100
409,SMYTHEEDALE,LOCATION,18790219-232-232166713 (1 of 1).txt,SMYTHESDALE,VIC,-37.6427433,143.702877,91
410,STAFFORDSHIRE BEEF,LOCATION,18790219-232-232166713 (1 of 1).txt,STAFFORDSHIRE REEF,VIC,-37.71405849,143.6932549,94
411,MELBOURNE,LOCATION,18790219-232-232166713 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
412,MELBOURNE,LOCATION,18790219-232-232166713 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
413,LAGGAN,LOCATION,18951219-368-98549504 (1 of 1).txt,LAGGAN,NSW,-34.42504493,149.5169557,100
418,LACHLAN,LOCATION,18931223-52-71193207 (11 of 19).txt,LACHLAN,TAS,-42.85241971,147.026628,100
419,TUBBO,LOCATION,18941128-367-100444975 (1 of 3).txt,STUBBO,NSW,-32.29708484,149.5537636,100
421,DUBBO,LOCATION,18720124-311-113590696 (2 of 2).txt,DUBBO,NSW,-32.37824209,148.6914051,100
422,COONAMBLE,LOCATION,18720124-311-113590696 (2 of 2).txt,COONAMBLE,NSW,-30.94977099,148.3939328,100
424,ADELAIDE,LOCATION,18840112-966-197788771 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
426,MELBOURNE,LOCATION,18840112-966-197788771 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
433,RUNNYMEDE,LOCATION,18650302-1324-240653748 (3 of 6).txt,RUNNYMEDE,QLD,-26.60565237,152.0615971,100
434,STRATFORD,LOCATION,18860123-326-200577153 (2 of 4).txt,STRATFORD,VIC,-37.97924467,147.0517444,100
435,STRATFORD,LOCATION,18860123-326-200577153 (2 of 4).txt,STRATFORD,VIC,-37.97924467,147.0517444,100
438,GUNBOWER,LOCATION,18921229-346-88607680 (2 of 2).txt,GUNBOWER,VIC,-35.95693405,144.3664457,100
440,MACORNA,LOCATION,18921229-346-88607680 (2 of 2).txt,MACORNA,VIC,-35.91655184,143.9641932,100
442,CAPE OTWAY,LOCATION,18490224-14-3708791 (1 of 1).txt,CAPE OTWAY,VIC,-38.83503627,143.5302245,100
445,MELBOURNE,LOCATION,18490224-14-3708791 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
446,LONGREACH,LOCATION,18911209-966-198425460 (1 of 1).txt,LONGREACH,NSW,-34.88080869,150.5256725,100
447,NUBBA,LOCATION,18910106-1297-235892267 (11 of 14).txt,NUBBA,NSW,-34.49100573,148.24639,100
448,CUNNINGHAMC,LOCATION,18910106-1297-235892267 (11 of 14).txt,CUNNINGHAM,QLD,-28.18119144,151.8011995,100
450,MARONG,LOCATION,18770117-346-88245513 (1 of 3).txt,MARONG,VIC,-36.72300204,144.1364306,100
452,ENDFIELD,LOCATION,18751106-821-159483753 (1 of 2).txt,PENFIELD,SA,-34.69332512,138.6114388,93
453,BONDI,LOCATION,18751106-821-159483753 (1 of 2).txt,BONDI,NSW,-33.89408836,151.2633937,100
454,FAIRFIELD,LOCATION,18751106-821-159483753 (1 of 2).txt,FAIRFIELD,QLD,-27.50672928,153.0253778,100
455,MELBOURNE,LOCATION,18751106-821-159483753 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
457,ADELAIDE,LOCATION,18750210-180-65963536 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
458,CAPE OTWAY,LOCATION,18860106-809-199453333 (1 of 1).txt,CAPE OTWAY,VIC,-38.83503627,143.5302245,100
459,CAPE OTWAY,LOCATION,18860106-809-199453333 (1 of 1).txt,CAPE OTWAY,VIC,-38.83503627,143.5302245,100
462,MELBOURNE,LOCATION,18540122-41-48550801 (1 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
464,MELBOURNE,LOCATION,18910124-960-198217745 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
465,YORK,LOCATION,18911201-30-3028113 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
466,GUILDFORD,LOCATION,18911201-30-3028113 (1 of 1).txt,GUILDFORD,VIC,-37.14903485,144.1465336,100
467,PERTH,LOCATION,18900206-1086-212688514 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100
468,ALBANY,LOCATION,18900206-1086-212688514 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
469,LITTLE RIVER,LOCATION,18650308-13-5747000 (1 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100
470,GREENVALE,LOCATION,18820216-567-226063415 (1 of 1).txt,GREENVALE,QLD,-19.20007668,145.4408245,100
471,MOUNT PLEASANT,LOCATION,18820216-567-226063415 (1 of 1).txt,MOUNT PLEASANT,QLD,-27.16367768,152.7880887,100
472,GREENVALE,LOCATION,18820216-567-226063415 (1 of 1).txt,GREENVALE,QLD,-19.20007668,145.4408245,100
473,MELBOURNE,LOCATION,18980122-193-69675867 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
474,TUENA,LOCATION,18920109-698-162182546 (9 of 9).txt,TUENA,NSW,-34.01904115,149.326982,100
475,TUMUT,LOCATION,18920109-698-162182546 (9 of 9).txt,TUMUT,NSW,-35.29903018,148.2098484,100
478,MELBOURNE,LOCATION,18771024-180-66302082 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
479,PERTH,LOCATION,18771024-180-66302082 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100
480,ALBANY,LOCATION,18771024-180-66302082 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
481,HEYWOOD,LOCATION,18770127-567-226041525 (2 of 2).txt,HEYWOOD,VIC,-38.13634764,141.7471429,100
482,MYAMYN,LOCATION,18770127-567-226041525 (2 of 2).txt,MYAMYN,VIC,-37.99656945,141.7376239,100
485,MELBOURNE,LOCATION,18920528-326-199731669 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
486,WARRAGUL,LOCATION,18980119-185-215788431 (1 of 2).txt,WARRAGUL,VIC,-38.17078632,145.9137527,100
487,WARRAGUL,LOCATION,18980119-185-215788431 (1 of 2).txt,WARRAGUL,VIC,-38.17078632,145.9137527,100
488,SEAVIEW,LOCATION,18980119-185-215788431 (1 of 2).txt,SEAVIEW,VIC,-38.28068771,145.9351352,100
489,HENTY,LOCATION,18950206-10-9329479 (3 of 7).txt,HENTY,WA,-33.37818013,115.8375991,100
491,RICHMOND,LOCATION,18830125-966-197781124 (1 of 1).txt,RICHMOND,SA,-34.94201162,138.5672635,100
492,DIMBOOLA,LOCATION,18830125-966-197781124 (1 of 1).txt,DIMBOOLA,VIC,-36.43635651,142.090888,100
493,HAWTHORN,LOCATION,18830125-966-197781124 (1 of 1).txt,HAWTHORN,VIC,-37.831972,145.029432,100
495,HAWTHORN,LOCATION,18830125-966-197781124 (1 of 1).txt,HAWTHORN,VIC,-37.831972,145.029432,100
496,HAWTHORN,LOCATION,18830125-966-197781124 (1 of 1).txt,HAWTHORN,VIC,-37.831972,145.029432,100
497,ADELAIDE,LOCATION,18490131-181-65738644 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
498,PERTH,LOCATION,18490131-181-65738644 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100
500,YORK,LOCATION,18490131-181-65738644 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
501,ADELAIDE,LOCATION,18490131-181-65738644 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
502,ALBANY,LOCATION,18490131-181-65738644 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
503,ADELAIDE,LOCATION,18490131-181-65738644 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
504,MOOROOBARK,LOCATION,18670316-460-138052553 (1 of 3).txt,MOOROOLBARK,VIC,-37.76345661,145.3336381,90
505,SOMERSET,LOCATION,18961017-350-108712629 (1 of 1).txt,SOMERSET,TAS,-41.03828863,145.8360432,100
508,HENTY,LOCATION,18841028-567-225661856 (1 of 1).txt,HENTY,WA,-33.37818013,115.8375991,100
510,SANDGATE,LOCATION,18981114-840-174330041 (2 of 2).txt,SANDGATE,NSW,-32.87351688,151.7033861,100
511,ADELAIDE,LOCATION,18640106-7-31831738 (2 of 4).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
514,GUNBAR,LOCATION,18910110-698-163657874 (11 of 12).txt,GUNBAR,NSW,-33.89661613,145.3773268,100
517,MELBOURNE,LOCATION,18790211-109-63341688 (3 of 9).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
518,SUGARLOAF,LOCATION,18741215-8-18790254 (3 of 4).txt,SUGARLOAF,QLD,-28.70296231,152.0625514,100
522,BLACKALL,LOCATION,18760304-16-1398178 (1 of 1).txt,BLACKALL,QLD,-24.58544995,145.4061183,100
524,YARRAH,LOCATION,18821108-41-43338688 (1 of 1).txt,YARRAH,SA,-32.21462264,138.0746239,100
529,MELBOURNE,LOCATION,18640617-13-5749736 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
530,BENDIGO,LOCATION,18980226-806-184289414 (1 of 1).txt,BENDIGO,VIC,-36.76552472,144.280931,100
531,ETON,LOCATION,18980226-806-184289414 (1 of 1).txt,ETON,QLD,-21.29593588,148.9724011,100
533,WAGIN,LOCATION,18900423-180-66930808 (1 of 1).txt,WAGIN,WA,-33.28667447,117.4089598,100
536,MELBOURNE,LOCATION,18650303-10-8831426 (2 of 6).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
538,SANDHURST,LOCATION,18650303-10-8831426 (2 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
541,PERTH,LOCATION,18731206-946-198911112 (2 of 5).txt,PERTH,TAS,-41.56450256,147.1841337,100
542,PERTH,LOCATION,18731206-946-198911112 (2 of 5).txt,PERTH,TAS,-41.56450256,147.1841337,100
543,CRESSY,LOCATION,18731206-946-198911112 (2 of 5).txt,CRESSY,TAS,-41.70713472,147.0816721,100
546,DUBBO,LOCATION,18711209-412-103920622 (2 of 2).txt,DUBBO,NSW,-32.37824209,148.6914051,100
547,FORBES,LOCATION,18711209-412-103920622 (2 of 2).txt,FORBES,NSW,-33.38547409,148.0114451,100
548,LORNE,LOCATION,18810705-1052-212692968 (1 of 1).txt,LORNE,NSW,-31.64561917,152.6481013,100
549,BARA,LOCATION,18851205-698-162818481 (1 of 1).txt,BARA,NSW,-32.57504174,149.7806215,100
550,DUBBO,LOCATION,18881115-836-167931575 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100
551,MELBOURNE,LOCATION,18831013-326-198960087 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
555,GLENLEIGH,LOCATION,18980108-350-101307772 (2 of 5).txt,GLENLEIGH,QLD,-25.06749664,151.0378692,100
560,COBARGO,LOCATION,18840125-1093-208270637 (1 of 2).txt,COBARGO,NSW,-36.3878963,149.889197,100
562,CHARLESTOWN,LOCATION,18840125-1093-208270637 (1 of 2).txt,CHARLESTOWN,NSW,-32.95138651,151.6864141,100
563,ADELAIDE,LOCATION,18641210-189-66350383 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
565,MELBOURNE,LOCATION,18641210-189-66350383 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
568,MELBOURNE,LOCATION,18910218-208-70398726 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
569,YORK,LOCATION,18910408-180-66230371 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
570,ALBANY,LOCATION,18910408-180-66230371 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
571,ALBANY,LOCATION,18910408-180-66230371 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
574,CAMBERWELL,LOCATION,18881227-1178-228423007 (1 of 1).txt,CAMBERWELL,VIC,-37.831616,145.056802,100
576,MELBOURNE,LOCATION,18881227-1178-228423007 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
577,CROYDON,LOCATION,18881227-1178-228423007 (1 of 1).txt,CROYDON,NSW,-33.87661462,151.122266,100
578,EVERTON,LOCATION,18840221-326-198971487 (2 of 6).txt,EVERTON,VIC,-36.43403454,146.5322817,100
579,YASS,LOCATION,18690102-412-104083442 (2 of 2).txt,YASS,NSW,-34.82423811,148.9088449,100
581,MELBOURNE,LOCATION,18980120-185-215788470 (3 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
582,ADELAIDE,LOCATION,18980211-398-108315030 (2 of 3).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
583,MALVERN,LOCATION,18980211-398-108315030 (2 of 3).txt,MALVERN,SA,-34.96449782,138.612384,100
585,LITHGOW,LOCATION,18820110-1093-208253766 (2 of 2).txt,LITHGOW,NSW,-33.48468962,150.152768,100
586,TOCAL,LOCATION,18970227-493-126322656 (3 of 3).txt,TOCAL,NSW,-32.62833271,151.5942179,100
589,MELBOURNE,LOCATION,18870307-558-150396128 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
591,RICHMOND,LOCATION,18870307-558-150396128 (1 of 1).txt,RICHMOND,SA,-34.94201162,138.5672635,100
593,CAMBRIDGE,LOCATION,18650201-366-100827519 (1 of 1).txt,CAMBRIDGE,TAS,-42.85620768,147.4165514,100
595,WINGHAM,LOCATION,18941205-1220-233881314 (2 of 2).txt,WINGHAM,NSW,-31.8706195,152.3702734,100
596,GLADSTONE,LOCATION,18941205-1220-233881314 (2 of 2).txt,GLADSTONE,SA,-33.27420797,138.3562926,100
597,PERTH,LOCATION,18960121-1093-209055969 (2 of 2).txt,PERTH,TAS,-41.56450256,147.1841337,100
598,ALBANY,LOCATION,18960121-1093-209055969 (2 of 2).txt,ALBANY,WA,-35.02040905,117.8823542,100
599,ROCHESTER,LOCATION,18840111-155-57166983 (2 of 5).txt,ROCHESTER,SA,-33.705742,138.485887,100
600,GISBORNE,LOCATION,18580129-809-154859269 (2 of 5).txt,GISBORNE,VIC,-37.51430539,144.5863114,100
601,GISBORNE,LOCATION,18580129-809-154859269 (2 of 5).txt,GISBORNE,VIC,-37.51430539,144.5863114,100
602,BRADFORD,LOCATION,18820209-232-249291702 (1 of 1).txt,BRADFORD,VIC,-36.91481105,144.0886067,100
604,MELBOURNE,LOCATION,18891226-1086-212688224 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
605,ADELAIDE,LOCATION,18891226-1086-212688224 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
606,KINGSTON,LOCATION,18891226-1086-212688224 (1 of 1).txt,KINGSTON,QLD,-27.66052291,153.1176323,100
607,BERRIGAN,LOCATION,18960114-35-14033182 (4 of 14).txt,BERRIGAN,NSW,-35.76684459,145.7515576,100
609,COBAR,LOCATION,18960114-35-14033182 (4 of 14).txt,COBAR,NSW,-31.52750481,145.85632,100
610,MELBOURNE,LOCATION,18700106-8-18742437 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
611,MELBOURNE,LOCATION,18700106-8-18742437 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
612,LAURA,LOCATION,18701110-874-174541016 (1 of 1).txt,LAURA,SA,-33.1862213,138.3067421,100
617,SMEATON,LOCATION,18650301-185-112885071 (1 of 8).txt,SMEATON,VIC,-37.34481838,143.9447021,100
620,BRUNSWICK,LOCATION,18820310-151-66157952 (1 of 1).txt,BRUNSWICK,VIC,-37.77762878,144.9634138,100
622,BENALLA,LOCATION,18980208-966-199925646 (3 of 4).txt,BENALLA,VIC,-36.54834918,145.9803085,100
623,LIMA,LOCATION,18980208-966-199925646 (3 of 4).txt,LIMA,VIC,-36.7142153,145.9646838,100
624,ADELAIDE,LOCATION,18620407-35-13226671 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
625,WILLUNGA,LOCATION,18620407-35-13226671 (1 of 1).txt,WILLUNG,VIC,-38.23397671,146.7971509,100
626,CLARENDON,LOCATION,18620407-35-13226671 (1 of 1).txt,CLARENDON,QLD,-27.4445299,152.5515778,100
628,LAANG,LOCATION,18910310-43-18632683 (3 of 3).txt,LAANG,VIC,-38.36671432,142.7709777,100
629,NORWOOD,LOCATION,18620407-35-13226671 (1 of 1).txt,NORWOOD,TAS,-41.45439244,147.1742707,100
630,PORT CAMPBELL,LOCATION,18910310-43-18632683 (3 of 3).txt,PORT CAMPBELL,VIC,-38.607527,142.9837639,100
631,CAMPERDOWN,LOCATION,18910310-43-18632683 (3 of 3).txt,CAMPERDOWN,VIC,-38.24335818,143.1359488,100
632,PORT CAMPBELL,LOCATION,18910310-43-18632683 (3 of 3).txt,PORT CAMPBELL,VIC,-38.607527,142.9837639,100
633,ADELAIDE,LOCATION,18940126-41-53638466 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
634,SWAN HILL,LOCATION,18820218-621-220489652 (2 of 2).txt,SWAN HILL,VIC,-35.39915289,143.5515455,100
635,SANDHURST,LOCATION,18820218-621-220489652 (2 of 2).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
636,DULACCA,LOCATION,18700803-16-1325096 (1 of 1).txt,DULACCA,QLD,-26.77035445,149.7867816,100
637,BEECHWORTB,LOCATION,18880127-436-254575809 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,90
640,WODONGA,LOCATION,18880127-436-254575809 (1 of 1).txt,WODONGA,VIC,-36.11402495,146.8943462,100
643,MELBOURNE,LOCATION,18960113-35-14033172 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
644,MELBOURNE,LOCATION,18980122-821-162388001 (1 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
646,AVOCA,LOCATION,18980122-821-162388001 (1 of 4).txt,AVOCA,QLD,-24.87872961,152.3054074,100
647,HASTINGS,LOCATION,18980122-821-162388001 (1 of 4).txt,HASTINGS,TAS,-43.41813803,146.9271308,100
651,NEWPORT,LOCATION,18980212-193-69675957 (1 of 2).txt,NEWPORT,QLD,-27.20719396,153.1009441,100
652,GRETA,LOCATION,18941201-42-20722712 (1 of 3).txt,GRETA,NSW,-32.67842273,151.3980746,100
654,BALLAN,LOCATION,18750130-319-197935178 (13 of 21).txt,BALLAN,VIC,-37.587273,144.237012,100
655,WANDIN,LOCATION,18950321-545-209184700 (1 of 1).txt,WANDI,WA,-32.18542785,115.8797197,100
656,GLADSTONE,LOCATION,18931222-1093-208304276 (1 of 1).txt,GLADSTONE,SA,-33.27420797,138.3562926,100
657,ADELAIDE,LOCATION,18931222-1093-208304276 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
658,MOLONG,LOCATION,18901231-180-67197943 (1 of 2).txt,MOLONG,NSW,-33.09581659,148.8696276,100
659,JERVIS BAY,LOCATION,18690105-8-18734061 (4 of 4).txt,JERVIS BAY,OT,-35.15445136,150.7050229,100
660,LYNDHURST,LOCATION,18690105-8-18734061 (4 of 4).txt,LYNDHURST,QLD,-19.204825,144.3710759,100
661,BAMBRA,LOCATION,18790210-232-232166395 (3 of 4).txt,BAMBRA,VIC,-38.37919704,143.9446639,100
662,BAMBRA,LOCATION,18790210-232-232166395 (3 of 4).txt,BAMBRA,VIC,-38.37919704,143.9446639,100
663,BAMBRA,LOCATION,18790210-232-232166395 (3 of 4).txt,BAMBRA,VIC,-38.37919704,143.9446639,100
665,HAMILTON,LOCATION,18770209-109-63337639 (1 of 1).txt,HAMILTON,VIC,-37.7622476,142.0785145,100
666,HAMILTON,LOCATION,18770209-109-63337639 (1 of 1).txt,HAMILTON,VIC,-37.7622476,142.0785145,100
669,STAWELL,LOCATION,18820218-621-220489584 (5 of 5).txt,STAWELL,VIC,-37.03717644,142.7993704,100
670,WEDDERBURH,LOCATION,18820218-621-220489584 (5 of 5).txt,WEDDERBURN,VIC,-36.42908972,143.6565887,90
671,WINDSOR,LOCATION,18620122-35-13057080 (3 of 4).txt,WINDSOR,SA,-34.43202712,138.3667316,100
672,KURRAJONG,LOCATION,18620122-35-13057080 (3 of 4).txt,KURRAJONG,NSW,-33.55283232,150.6697908,100
673,GROSE RIVER,LOCATION,18620122-35-13057080 (3 of 4).txt,ROSE RIVER,VIC,-36.8688073,146.5518364,100
674,MILTON,LOCATION,18850919-8-18874709 (1 of 2).txt,MILTON,QLD,-27.46698033,153.0051094,100
676,TOWNSVILLE,LOCATION,18850919-8-18874709 (1 of 2).txt,BROWNSVILLE,NSW,-34.48192685,150.8062152,90
678,SMYTHESDALE,LOCATION,18630107-464-115428564 (4 of 5).txt,SMYTHESDALE,VIC,-37.6427433,143.702877,100
679,DUBBO,LOCATION,18910124-821-160174480 (3 of 3).txt,DUBBO,NSW,-32.37824209,148.6914051,100
680,SMYTHESDALE,LOCATION,18630107-464-115428564 (4 of 5).txt,SMYTHESDALE,VIC,-37.6427433,143.702877,100
681,COONAMBLE,LOCATION,18910124-821-160174480 (3 of 3).txt,COONAMBLE,NSW,-30.94977099,148.3939328,100
686,SANDHURST,LOCATION,18770210-460-142997050 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
688,PERTH,LOCATION,18700202-180-66033772 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100
689,LANCEFIELD,LOCATION,18770210-460-142997050 (1 of 1).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
690,MITIAMO,LOCATION,18790124-13-5929680 (1 of 1).txt,MITIAMO,VIC,-36.21122548,144.2840862,100
691,SANDHURST,LOCATION,18790124-13-5929680 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
692,ECHUCA,LOCATION,18790124-13-5929680 (1 of 1).txt,ECHUCA,VIC,-36.18245189,144.7112403,100
693,SANDHURST,LOCATION,18790124-13-5929680 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
694,KIEWA,LOCATION,18881130-204-70750024 (2 of 3).txt,KIEWA,VIC,-36.235655,146.991941,100
695,ROSEDALE,LOCATION,18790124-13-5929680 (1 of 1).txt,ROSEDALE,SA,-34.58662133,138.8281905,100
696,ADELAIDE,LOCATION,18670105-13-5782877 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
698,FARADAY,LOCATION,18650306-13-5736667 (2 of 2).txt,FARADAY,VIC,-37.04753759,144.2891174,100
699,EMU CREEK,LOCATION,18650306-13-5736667 (2 of 2).txt,EMU CREEK,QLD,-27.11585352,151.9779444,100
700,BENDIGO,LOCATION,18650306-13-5736667 (2 of 2).txt,BENDIGO,VIC,-36.76552472,144.280931,100
703,ECHUCA,LOCATION,18800117-621-221760411 (4 of 9).txt,ECHUCA,VIC,-36.18245189,144.7112403,100
704,WOODEND,LOCATION,18800117-621-221760411 (4 of 9).txt,WOODEND,QLD,-27.59871257,152.7516739,100
705,MELBOURNE,LOCATION,18600203-35-13036271 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
709,MELBOURNE,LOCATION,18941130-34-25743201 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
712,BOWNA,LOCATION,18931223-52-71193207 (7 of 19).txt,BOWNA,NSW,-35.94018157,147.0855489,100
714,DAYSDALE,LOCATION,18931223-52-71193207 (7 of 19).txt,DAYSDALE,NSW,-35.66544048,146.4488904,100
715,COROWA,LOCATION,18931223-52-71193207 (7 of 19).txt,COROWA,NSW,-35.97347729,146.3468727,100
716,WEDDERBURN,LOCATION,18931223-52-71193207 (7 of 19).txt,WEDDERBURN,VIC,-36.42908972,143.6565887,100
717,YORK,LOCATION,18910112-275-77422647 (2 of 2).txt,YORK,WA,-31.87259029,116.7833291,100
718,YORK,LOCATION,18910112-275-77422647 (2 of 2).txt,YORK,WA,-31.87259029,116.7833291,100
720,SANDHURST,LOCATION,18650325-103-63169589 (4 of 22).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
721,BUNBURY,LOCATION,18930422-819-167581996 (1 of 5).txt,BUNBURY,SA,-36.22099449,139.9629257,100
724,BINDA,LOCATION,18960107-368-98564726 (3 of 3).txt,BINDA,NSW,-34.39435698,149.3857375,100
725,ADELAIDE,LOCATION,18701224-621-219365544 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
727,ADELAIDE,LOCATION,18701224-621-219365544 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
729,ALSACE,LOCATION,18701224-621-219365544 (1 of 1).txt,ALSACE,QLD,-23.35018255,149.3679803,100
730,ADELAIDE,LOCATION,18701224-621-219365544 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
731,ADELAIDE,LOCATION,18701224-621-219365544 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
732,MELBOURNE,LOCATION,18650111-13-5747085 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
733,LITTLE RIVER,LOCATION,18650111-13-5747085 (2 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100
734,GAWLER,LOCATION,18690226-372-92776554 (1 of 1).txt,GAWLER,TAS,-41.174677,146.1648506,100
735,GAWLER,LOCATION,18690226-372-92776554 (1 of 1).txt,GAWLER,TAS,-41.174677,146.1648506,100
737,JOLIMONT,LOCATION,18901223-228-74701676 (1 of 1).txt,JOLIMONT,WA,-31.94414704,115.8112007,100
739,EPPING,LOCATION,18901223-228-74701676 (1 of 1).txt,EPPING,VIC,-37.62536544,145.0289548,100
740,DUNOLLY,LOCATION,18901223-228-74701676 (1 of 1).txt,DUNOLLY,NSW,-32.55920402,151.1686612,100
741,NEVERTIRE,LOCATION,18901223-228-74701676 (1 of 1).txt,NEVERTIRE,NSW,-31.88636399,147.6266251,100
